Time (min),EGFR,EGF,ERK,EGFR internalization,ERK phosphatase,number_of_levels,
0,0,100,0,0,100,100,
0.041666666666666664,1, , , , ,
0.08333333333333333,2, , , , ,
0.125,3, , , , ,
0.16666666666666666,4, , , , ,
0.20833333333333334,5, , , , ,
0.25,6, , , , ,
0.2916666666666667,7, , , , ,
0.3333333333333333,8, , , , ,
0.375,9, , , , ,
0.4166666666666667,10, , ,1, ,
0.4583333333333333,11, , , , ,
0.5008333333333334,12, , , , ,
0.5433333333333333,13, , , , ,
0.5858333333333333,14, , , , ,
0.6283333333333333,15, , , , ,
0.6770833333333334,16, , ,2, ,
0.7142291666666667,17, , , , ,
0.757625,18, , , , ,
0.8010208333333333,19, , , , ,
0.8444166666666667,20, , , , ,
0.8887291666666667,21, , ,3, ,
0.9330416666666667,22, , , , ,
0.9773541666666666,23, , , , ,
1.0216666666666667,24, , , , ,
1.0669375,25, , ,4, ,
1.1122083333333332,26, , , , ,
1.1574791666666666,27, , , , ,
1.2078125,28, , ,5, ,
1.2490416666666666,29, ,1, , ,
1.2953333333333332,30, , , , ,
1.3422083333333332,31, , ,6, ,
1.3889583333333333,32, , , , ,
1.4362916666666667,33, , , , ,
1.4684583333333334, , , ,7, ,
1.4847291666666667,34, , , , ,
1.5331666666666666,35, , , , ,
1.5841875,36, , ,8, ,
1.6311875,37, ,2, , ,
1.6807708333333333,38, , , , ,
1.6938333333333333, , , ,9, ,
1.7315833333333333,39, , , , ,
1.7823958333333334,40, , , , ,
1.798, , , ,10, ,
1.8344791666666667,41, , , , ,
1.8865625,42, ,3, , ,
1.8971875, , , ,11, ,
1.9399791666666666,43, , , , ,
1.9933958333333333,44, , ,12, ,
2.0468125,45, , , , ,
2.094895833333333, , , ,13, ,
2.1031041666666668,46, ,4, , ,
2.1593958333333334,47, , , , ,
2.174625, , , ,14, ,
2.21725,48, , , , ,
2.261416666666667, , , ,15, ,
2.2767708333333334,49, ,5, , ,
2.34475,50, , ,16, ,
2.3975625,51, , , , ,
2.4362916666666665, , ,6,17, ,
2.4606875,52, , , , ,
2.5065625, , , ,18, ,
2.5257916666666667,53, , , , ,
2.592979166666667,54, ,7,19, ,
2.6609166666666666,55, , ,20, ,
2.729604166666667, , ,8, , ,
2.7353125,56, , ,21, ,
2.8083958333333334,57, , ,22, ,
2.8541666666666665, , ,9, , ,
2.8802291666666666,58, , ,23, ,
2.9559583333333332,59, , ,24, ,
2.9767083333333333, , ,10, , ,
3.022666666666667, , , ,25, ,
3.0392916666666667,60, , , , ,
3.09575, , ,11,26, ,
3.1260833333333333,61, , , , ,
3.1603958333333333, , , ,27, ,
3.216645833333333,62, ,12, , ,
3.2275833333333335, , , ,28, ,
3.294770833333333, , , ,29, ,
3.321125,63, ,13, , ,
3.360895833333333, , , ,30, ,
3.427958333333333,64, ,14,31, ,
3.4911041666666667, , , ,32, ,
3.5357291666666666,65, ,15, , ,
3.5551875, , , ,33, ,
3.619270833333333, , , ,34, ,
3.6389583333333335, , ,16, , ,
3.6659375,66, , , , ,
3.6823958333333335, , , ,35, ,
3.7455208333333334, , ,17,36, ,
3.8086458333333333, , , ,37, ,
3.8261875,67, , , , ,
3.839770833333333, , ,18, , ,
3.870833333333333, , , ,38, ,
3.9389583333333333, , ,19,39, ,
3.9952083333333333, , , ,40, ,
4.035854166666667,68, ,20, , ,
4.056479166666667, , , ,41, ,
4.11775, , , ,42, ,
4.13275, , ,21, , ,
4.179020833333333, , , ,43, ,
4.2296458333333335, , ,22, , ,
4.240291666666667, , , ,44, ,
4.3015625, , , ,45, ,
4.3265416666666665, , ,23, , ,
4.362833333333334, , , ,46, ,
4.424104166666667, , ,24,47, ,
4.485375, , , ,48, ,
4.520333333333333, , ,25, , ,
4.546645833333334, , , ,49, ,
4.617229166666666, , ,26,50, ,
4.6691875, , , ,51, ,
4.714125, , ,27, , ,
4.730458333333333, , , ,52, ,
4.791729166666666,67, , ,53, ,
4.8133125, , ,28, , ,
4.853, , , ,54, ,
4.9151875, , ,29,55, ,
4.977375, , , ,56, ,
5.0116875, , ,30, , ,
5.0395625, , , ,57, ,
5.089229166666667,66, , , , ,
5.1026875, , , ,58, ,
5.1133125, , ,31, , ,
5.1658125, , , ,59, ,
5.2149375, , ,32, , ,
5.2289375, , , ,60, ,
5.2920625,65, , ,61, ,
5.3191041666666665, , ,33, , ,
5.3551875, , , ,62, ,
5.4232708333333335, , ,34,63, ,
5.4523125,64, , , , ,
5.484375, , , ,64, ,
5.530104166666667, , ,35, , ,
5.549479166666667, , , ,65, ,
5.5911875,63, , , , ,
5.6156041666666665, , , ,66, ,
5.63975, , ,36, , ,
5.681729166666667, , , ,67, ,
5.713729166666667,62, , , , ,
5.752354166666667, , ,37,68, ,
5.823375,61, , ,69, ,
5.868083333333334, , ,38, , ,
5.8843958333333335, , , ,70, ,
5.9275416666666665,60, , , , ,
5.953833333333334, , , ,71, ,
5.987125, , ,39, , ,
6.023270833333333,59, , ,72, ,
6.092708333333333, , , ,73, ,
6.113833333333333,58, ,40, , ,
6.164541666666667, , , ,74, ,
6.200625,57, , , , ,
6.239875, , ,41,75, ,
6.2839583333333335,56, , , , ,
6.312020833333333, , , ,76, ,
6.364083333333333,55, , , , ,
6.387770833333334, , ,42,77, ,
6.441229166666667,54, , , , ,
6.464916666666666, , , ,78, ,
6.515625,53, , , , ,
6.527541666666667, , ,43, , ,
6.543520833333333, , , ,79, ,
6.587458333333333,52, , , , ,
6.623645833333334, , , ,80, ,
6.6568958333333335,51, , , , ,
6.687791666666667, , ,44, , ,
6.705333333333333, , , ,81, ,
6.724083333333334,50, , , , ,
6.7891875,49, , ,82, ,
6.854291666666667,48, , , , ,
6.8754583333333334, , ,45,83, ,
6.917416666666667,47, , , , ,
6.964104166666667, , , ,84, ,
6.9786875,46, , , , ,
7.039958333333334,45, , , , ,
7.0566875, , , ,85, ,
7.077270833333333, , ,46, , ,
7.099479166666667,44, , , , ,
7.157333333333334,43, , ,86, ,
7.2151875,42, , , , ,
7.2505625, , , ,87, ,
7.2714791666666665,41, , , , ,
7.327770833333333,40, , , , ,
7.354979166666666, , ,47,88, ,
7.382583333333334,39, , , , ,
7.437395833333333,38, , , , ,
7.464375, , , ,89, ,
7.4908125,37, , , , ,
7.544229166666667,36, , , , ,
7.580104166666667, , , ,90, ,
7.5963125,35, , , , ,
7.648395833333334,34, , , , ,
7.706354166666666,33, , ,91, ,
7.751291666666667,32, , , , ,
7.802104166666667,31, , , , ,
7.84075, , , ,92, ,
7.8516875,30, , , , ,
7.901270833333333,29, , , , ,
7.950854166666667,28, , , , ,
7.999291666666666,27, , ,93, ,
8.047729166666667,26, , , , ,
8.096166666666667,25, , , , ,
8.144604166666667,24, , , , ,
8.163145833333333, , , ,94, ,
8.1919375,23, , , , ,
8.239270833333334,22, , , , ,
8.286604166666667,21, , , , ,
8.3339375,20, ,46, , ,
8.380229166666666,19, , ,95, ,
8.426520833333333,18, , , , ,
8.4728125,17, , , , ,
8.519104166666667,16, , , , ,
8.565395833333334,15, , , , ,
8.6116875,14, , , , ,
8.657979166666667,13, , , , ,
8.681020833333333, , ,45, , ,
8.691895833333334, , , ,96, ,
8.70325,12, , , , ,
8.748520833333334,11, , , , ,
8.793791666666667,10, , , , ,
8.8390625,9, , , , ,
8.884333333333334,8, , , , ,
8.929604166666667,7, ,44, , ,
8.974875,6, , , , ,
9.020145833333334,5, , , , ,
9.065416666666666,4, , , , ,
9.115395833333332,3, ,43, , ,
9.155958333333333,2, , , , ,
9.201229166666666,1, , , , ,
9.2465,0, , , , ,
9.2820625, , ,42, , ,
9.448729166666666, , ,41, , ,
9.615395833333332, , ,40, , ,
9.7820625, , ,39, , ,
9.948729166666666, , ,38, , ,
10.115395833333332, , ,37, , ,
10.2820625, , ,36, , ,
10.448729166666666, , ,35, , ,
10.615395833333332, , ,34, , ,
10.7820625, , ,33, , ,
10.948729166666666, , ,32, , ,
11.115395833333332, , ,31, , ,
11.2820625, , ,30, , ,
11.448729166666666, , ,29, , ,
11.615395833333332, , ,28, , ,
11.7820625, , ,27, , ,
11.948729166666666, , ,26, , ,
12.115395833333332, , ,25, , ,
12.2820625, , ,24, , ,
12.448729166666666, , ,23, , ,
12.615395833333332, , ,22, , ,
12.7820625, , ,21, , ,
12.948729166666666, , ,20, , ,
13.115395833333332, , ,19, , ,
13.2820625, , ,18, , ,
13.448729166666666, , ,17, , ,
13.615395833333332, , ,16, , ,
13.7820625, , ,15, , ,
13.948729166666666, , ,14, , ,
14.115395833333332, , ,13, , ,
14.2820625, , ,12, , ,
14.448729166666666, , ,11, , ,
14.615395833333332, , ,10, , ,
14.7820625, , ,9, , ,
14.948729166666666, , ,8, , ,
15.115395833333332, , ,7, , ,
15.2820625, , ,6, , ,
15.448729166666666, , ,5, , ,
15.615395833333332, , ,4, , ,
15.7820625, , ,3, , ,
15.948729166666666, , ,2, , ,
16.115395833333334, , ,1, , ,
16.2820625, , ,0, , ,
40,0,100,0,96,100,
